date,open,high,low,close,volume,adj_close
2010-10-13,8116.69,8143.19,8067.87,8106.66,3738492.0,8106.66
2010-10-14,8181.51,8252.2,8178.34,8215.45,4600850.0,8215.45
2010-10-15,8216.87,8242.77,8184.29,8205.3,4816045.0,8205.3
2010-10-18,8209.39,8209.39,8057.12,8060.54,4410613.0,8060.54
2010-10-19,8044.9,8074.68,8018.31,8046.23,3226897.0,8046.23
2010-10-20,7993.43,8131.19,7992.81,8124.62,3681808.0,8124.62
2010-10-21,8135.57,8171.49,8109.79,8131.23,4274619.0,8131.23
2010-10-22,8169.51,8174.03,8148.26,8168.06,3804752.0,8168.06
2010-10-25,8204.01,8307.59,8199.49,8306.98,4613797.0,8306.98
2010-10-26,8336.95,8353.86,8319.01,8343.23,4381458.0,8343.23
2010-10-27,8369.75,8372.52,8285.73,8291.04,4148640.0,8291.04
2010-10-28,8315.0,8386.29,8281.52,8354.05,4689254.0,8354.05
2010-10-29,8348.39,8348.39,8278.72,8287.09,3734977.0,8287.09
2010-11-01,8343.52,8407.91,8343.52,8379.75,4365137.0,8379.75
2010-11-02,8380.06,8390.1,8344.76,8344.76,4231721.0,8344.76
2010-11-03,8394.53,8398.3,8273.47,8293.9,4845837.0,8293.9
2010-11-04,8321.36,8367.19,8317.86,8357.85,3826715.0,8357.85
2010-11-05,8444.81,8458.47,8420.65,8449.34,5760990.0,8449.34
2010-11-08,8473.66,8473.66,8416.2,8430.58,5053649.0,8430.58
2010-11-09,8430.7,8457.41,8421.13,8445.63,3787656.0,8445.63
2010-11-10,8457.09,8471.57,8425.24,8450.63,4466541.0,8450.63
2010-11-11,8437.02,8458.49,8422.96,8436.95,3790891.0,8436.95
2010-11-12,8404.43,8416.35,8309.36,8316.05,3796713.0,8316.05
2010-11-15,8287.83,8301.35,8226.71,8240.65,3422020.0,8240.65
2010-11-16,8234.22,8324.51,8234.22,8312.21,3360063.0,8312.21
2010-11-17,8249.95,8284.51,8228.24,8255.54,3188886.0,8255.54
2010-11-18,8285.55,8286.92,8238.77,8283.45,2977979.0,8283.45
2010-11-19,8344.66,8372.16,8283.27,8306.12,3540496.0,8306.12
2010-11-22,8343.32,8391.25,8334.42,8374.91,3146892.0,8374.91
2010-11-23,8388.26,8396.49,8323.81,8328.63,3630213.0,8328.63
2010-11-24,8277.33,8337.19,8277.33,8297.05,3382828.0,8297.05
2010-11-25,8337.9,8355.39,8330.92,8349.99,3568317.0,8349.99
2010-11-26,8371.27,8371.27,8312.15,8312.15,3727985.0,8312.15
2010-11-29,8399.77,8401.42,8331.51,8367.17,3833585.0,8367.17
2010-11-30,8384.64,8443.38,8363.97,8372.48,5145869.0,8372.48
2010-12-01,8430.6,8520.11,8428.64,8520.11,5681038.0,8520.11
2010-12-02,8598.01,8641.13,8572.65,8585.77,6374432.0,8585.77
2010-12-03,8630.88,8659.62,8618.26,8624.01,5299087.0,8624.01
2010-12-06,8675.45,8718.53,8675.45,8702.23,5114279.0,8702.23
2010-12-07,8716.0,8716.0,8654.49,8704.39,4593692.0,8704.39
2010-12-08,8727.88,8729.7,8683.98,8703.79,4573212.0,8703.79
2010-12-09,8769.34,8782.82,8736.77,8753.84,6461735.0,8753.84
2010-12-10,8740.71,8744.67,8684.05,8718.83,5499868.0,8718.83
2010-12-13,8748.64,8764.51,8736.54,8736.59,4740983.0,8736.59
2010-12-14,8771.9,8789.25,8717.53,8740.43,5224552.0,8740.43
2010-12-15,8755.32,8756.71,8698.41,8756.71,5114530.0,8756.71
2010-12-16,8770.74,8797.98,8767.44,8782.2,5158525.0,8782.2
2010-12-17,8828.05,8860.38,8817.51,8817.9,5848125.0,8817.9
2010-12-20,8861.09,8861.09,8740.3,8768.72,4554625.0,8768.72
2010-12-21,8802.86,8827.79,8772.59,8827.79,4045030.0,8827.79
2010-12-22,8847.27,8865.42,8834.32,8860.49,4955324.0,8860.49
2010-12-23,8891.41,8914.34,8874.87,8898.87,5518750.0,8898.87
2010-12-24,8910.61,8911.41,8861.01,8861.1,5113189.0,8861.1
2010-12-27,8866.67,8908.42,8828.67,8892.31,4908099.0,8892.31
2010-12-28,8919.26,8919.26,8839.83,8870.76,4407401.0,8870.76
2010-12-29,8878.1,8893.14,8844.67,8866.35,6494050.0,8866.35
2010-12-30,8883.21,8920.79,8871.07,8907.91,5381325.0,8907.91
2010-12-31,8936.11,8990.38,8932.64,8972.5,6480653.0,8972.5
2011-01-03,9039.63,9041.32,8994.5,9025.3,6668624.0,9025.3
2011-01-04,9045.11,9046.18,8988.58,8997.19,7000414.0,8997.19
2011-01-05,9014.32,9027.16,8812.36,8846.31,7666161.0,8846.31
2011-01-06,8866.23,8883.21,8813.63,8883.21,5882916.0,8883.21
2011-01-07,8905.25,8907.11,8738.93,8782.72,6301315.0,8782.72
2011-01-10,8798.05,8817.88,8762.5,8817.88,4240619.0,8817.88
2011-01-11,8810.77,8935.27,8794.77,8931.36,5152771.0,8931.36
2011-01-12,8992.01,9000.78,8955.47,8965.0,5604573.0,8965.0
2011-01-13,9034.17,9034.17,8948.23,8975.58,5632000.0,8975.58
2011-01-14,8985.34,8998.14,8937.5,8972.51,4141531.0,8972.51
2011-01-17,8998.89,9006.36,8921.19,8925.09,5099018.0,8925.09
2011-01-18,8889.84,9003.45,8887.03,8988.0,5269035.0,8988.0
2011-01-19,9023.3,9092.28,9005.77,9086.02,5587861.0,9086.02
2011-01-20,9059.8,9063.52,9017.8,9022.17,4516673.0,9022.17
2011-01-21,8935.29,8980.54,8892.27,8954.38,4591419.0,8954.38
2011-01-24,8983.59,8993.56,8927.49,8947.79,3914740.0,8947.79
2011-01-25,9001.74,9032.3,8991.39,8991.39,4347751.0,8991.39
2011-01-26,9010.41,9072.76,9009.18,9055.59,4745714.0,9055.59
2011-01-27,9093.54,9126.93,9092.97,9102.33,4911766.0,9102.33
2011-01-28,9122.16,9154.93,9095.71,9145.35,4901183.0,9145.35
2011-02-08,9220.69,9220.69,9085.41,9111.46,5329466.0,9111.46
2011-02-09,9107.96,9129.88,8992.64,9006.82,5111081.0,9006.82
2011-02-10,8962.07,8979.35,8836.56,8836.56,5253941.0,8836.56
2011-02-11,8842.41,8842.41,8574.65,8609.86,6427352.0,8609.86
2011-02-14,8666.61,8715.97,8626.66,8685.47,4426847.0,8685.47
2011-02-15,8679.12,8753.05,8565.05,8721.93,4732315.0,8721.93
2011-02-16,8740.32,8767.09,8702.81,8712.96,4453966.0,8712.96
2011-02-17,8738.71,8745.65,8669.77,8683.88,4584619.0,8683.88
2011-02-18,8763.69,8874.5,8763.69,8843.84,4949054.0,8843.84
2011-02-21,8867.16,8867.16,8797.25,8839.22,4238360.0,8839.22
2011-02-22,8744.81,8744.81,8613.34,8673.67,5465912.0,8673.67
2011-02-23,8604.32,8673.2,8521.25,8528.94,4938131.0,8528.94
2011-02-24,8561.16,8633.24,8541.64,8541.64,4113972.0,8541.64
2011-02-25,8597.87,8635.04,8470.09,8599.65,5494485.0,8599.65
2011-03-01,8611.79,8734.24,8611.79,8727.56,4328209.0,8727.56
2011-03-02,8675.37,8709.57,8619.9,8619.9,4171061.0,8619.9
2011-03-03,8661.63,8758.89,8661.63,8738.37,4732888.0,8738.37
2011-03-04,8815.52,8829.23,8771.89,8784.4,4787283.0,8784.4
2011-03-07,8769.87,8769.87,8706.38,8713.79,3691505.0,8713.79
2011-03-08,8692.1,8768.31,8692.1,8747.75,3971494.0,8747.75
2011-03-09,8810.35,8824.41,8730.74,8750.02,4411628.0,8750.02
2011-03-10,8754.41,8754.41,8635.75,8642.9,4426047.0,8642.9
2011-03-11,8566.91,8593.71,8513.51,8567.82,4024242.0,8567.82
2011-03-14,8616.29,8616.29,8395.11,8520.02,5092537.0,8520.02
2011-03-15,8493.83,8519.9,8070.52,8234.78,7200363.0,8234.78
2011-03-16,8317.38,8372.02,8257.08,8324.58,5048667.0,8324.58
2011-03-17,8190.5,8282.69,8150.73,8282.69,4710714.0,8282.69
2011-03-18,8343.79,8399.17,8312.88,8394.75,4629019.0,8394.75
2011-03-21,8421.66,8508.2,8394.22,8467.71,3744774.0,8467.71
2011-03-22,8523.27,8552.82,8508.04,8508.04,4221597.0,8508.04
2011-03-23,8529.93,8551.12,8481.96,8545.08,3791637.0,8545.08
2011-03-24,8589.71,8603.43,8550.6,8576.4,3785260.0,8576.4
2011-03-25,8645.37,8658.05,8587.84,8610.39,3846329.0,8610.39
2011-03-28,8587.99,8604.24,8549.26,8553.06,3023490.0,8553.06
2011-03-29,8538.44,8596.57,8522.57,8596.57,3427374.0,8596.57
2011-03-30,8605.83,8671.59,8605.83,8646.31,3867230.0,8646.31
2011-03-31,8683.69,8685.44,8608.05,8683.3,3751858.0,8683.3
2011-04-01,8697.84,8705.13,8654.4,8705.13,3186692.0,8705.13
2011-04-06,8772.13,8860.02,8767.21,8851.98,4464196.0,8851.98
2011-04-07,8884.84,8901.72,8828.92,8901.72,4041900.0,8901.72
2011-04-08,8904.44,8929.06,8862.49,8894.54,4627855.0,8894.54
2011-04-11,8922.75,8922.75,8836.38,8880.27,3774171.0,8880.27
2011-04-12,8839.22,8839.22,8708.86,8732.59,3715733.0,8732.59
2011-04-13,8727.95,8780.2,8700.08,8780.2,3406888.0,8780.2
2011-04-14,8787.75,8835.39,8772.3,8802.73,3623194.0,8802.73
2011-04-15,8828.63,8834.07,8716.7,8718.12,3830377.0,8718.12
2011-04-18,8752.56,8764.65,8703.11,8714.48,3445887.0,8714.48
2011-04-19,8643.4,8658.97,8592.23,8638.55,3615303.0,8638.55
2011-04-20,8704.48,8813.28,8698.97,8813.28,4195397.0,8813.28
2011-04-21,8893.07,8992.08,8892.06,8957.65,5492314.0,8957.65
2011-04-22,8980.43,8992.67,8956.07,8969.43,4172311.0,8969.43
2011-04-25,9015.91,9037.09,8950.75,8950.75,4087943.0,8950.75
2011-04-26,8894.01,8966.86,8866.74,8948.14,3804780.0,8948.14
2011-04-27,9012.28,9060.5,9012.28,9049.25,4700943.0,9049.25
2011-04-28,9088.97,9099.75,9021.36,9040.77,4665323.0,9040.77
2011-04-29,9050.49,9058.78,8943.99,9007.87,5044799.0,9007.87
2011-05-03,9014.33,9018.7,8895.25,8946.08,4249963.0,8946.08
2011-05-04,8937.3,8947.35,8864.55,8947.35,3785933.0,8947.35
2011-05-05,8930.24,9029.58,8907.97,9018.61,4247238.0,9018.61
2011-05-06,8997.73,9018.4,8954.81,8977.23,4229014.0,8977.23
2011-05-09,9001.8,9081.26,8984.43,9035.48,4401019.0,9035.48
2011-05-10,9048.25,9055.91,9007.93,9023.28,3468845.0,9023.28
2011-05-11,9073.88,9082.01,9014.36,9020.4,3588643.0,9020.4
2011-05-12,8977.77,9052.98,8963.24,9033.68,3765543.0,9033.68
2011-05-13,9039.55,9059.46,8986.18,9006.61,4039910.0,9006.61
2011-05-16,8996.7,8996.7,8911.71,8911.71,3449267.0,8911.71
2011-05-17,8917.25,8928.99,8854.14,8884.09,3624612.0,8884.09
2011-05-18,8885.4,8946.99,8885.4,8944.84,3331682.0,8944.84
2011-05-19,8952.25,9026.18,8888.21,8892.88,4153123.0,8892.88
2011-05-20,8944.38,8944.38,8822.75,8837.03,3709263.0,8837.03
2011-05-23,8767.3,8776.46,8695.34,8747.51,3522733.0,8747.51
2011-05-24,8730.23,8756.9,8673.38,8756.61,3534227.0,8756.61
2011-05-25,8732.3,8763.64,8682.49,8727.09,3321141.0,8727.09
2011-05-26,8797.29,8807.08,8751.52,8788.4,3144913.0,8788.4
2011-05-27,8806.29,8860.03,8803.59,8810.0,3385743.0,8810.0
2011-05-30,8757.66,8844.03,8748.13,8823.68,3088034.0,8823.68
2011-05-31,8860.58,9003.6,8860.58,8988.84,4476501.0,8988.84
2011-06-01,8999.84,9089.47,8999.84,9062.35,4248396.0,9062.35
2011-06-02,8981.71,9036.27,8977.67,8991.36,3561547.0,8991.36
2011-06-03,9024.54,9052.18,8997.35,9046.28,3110405.0,9046.28
2011-06-07,9025.21,9059.19,8981.44,9057.1,2969687.0,9057.1
2011-06-08,9044.85,9070.25,9007.53,9007.53,3083697.0,9007.53
2011-06-09,9020.6,9045.44,8996.08,9000.94,2838191.0,9000.94
2011-06-10,9042.35,9053.39,8837.82,8837.82,3773154.0,8837.82
2011-06-13,8791.67,8811.97,8703.52,8712.95,3444369.0,8712.95
2011-06-14,8737.24,8836.51,8737.24,8829.21,2916215.0,8829.21
2011-06-15,8833.86,8876.14,8733.6,8831.45,4164620.0,8831.45
2011-06-16,8739.84,8739.84,8654.43,8654.43,3529442.0,8654.43
2011-06-17,8671.45,8702.0,8618.85,8636.1,3522824.0,8636.1
2011-06-20,8679.15,8685.33,8518.66,8530.68,3514488.0,8530.68
2011-06-21,8571.93,8617.96,8523.04,8597.62,3521915.0,8597.62
2011-06-22,8663.86,8679.37,8598.08,8621.04,3523716.0,8621.04
2011-06-23,8601.15,8619.39,8559.33,8567.28,3079554.0,8567.28
2011-06-24,8567.46,8569.59,8508.16,8532.83,3287990.0,8532.83
2011-06-27,8456.36,8519.21,8433.46,8500.16,3233606.0,8500.16
2011-06-28,8536.13,8572.62,8478.69,8478.86,3006562.0,8478.86
2011-06-29,8540.35,8598.22,8499.24,8573.38,3864981.0,8573.38
2011-06-30,8582.08,8652.59,8576.65,8652.59,3602974.0,8652.59
2011-07-01,8684.39,8744.2,8659.57,8739.82,3799797.0,8739.82
2011-07-04,8801.51,8808.47,8772.33,8774.72,3687672.0,8774.72
2011-07-05,8777.22,8794.14,8743.45,8784.44,3477677.0,8784.44
2011-07-06,8790.94,8842.17,8768.35,8824.44,3655749.0,8824.44
2011-07-07,8795.0,8795.88,8757.47,8773.42,3711907.0,8773.42
2011-07-08,8782.72,8839.14,8740.0,8749.55,4254908.0,8749.55
2011-07-11,8749.55,8749.55,8633.55,8665.85,3359082.0,8665.85
2011-07-12,8581.43,8595.07,8479.9,8491.01,4109589.0,8491.01
2011-07-13,8480.26,8539.18,8452.86,8488.06,3968880.0,8488.06
2011-07-14,8495.51,8531.96,8410.44,8481.35,4109333.0,8481.35
2011-07-15,8494.7,8579.8,8462.05,8574.91,4012600.0,8574.91
2011-07-18,8550.16,8580.33,8473.91,8538.57,3847387.0,8538.57
2011-07-19,8528.2,8554.41,8490.79,8524.57,3579074.0,8524.57
2011-07-20,8612.53,8706.17,8612.53,8706.17,4525354.0,8706.17
2011-07-21,8705.84,8725.97,8683.05,8717.14,4382945.0,8717.14
2011-07-22,8770.95,8794.48,8741.09,8765.32,5021709.0,8765.32
2011-07-25,8764.68,8786.03,8661.76,8683.51,3880764.0,8683.51
2011-07-26,8700.59,8794.24,8689.15,8794.24,3935377.0,8794.24
2011-07-27,8775.18,8819.93,8754.51,8817.49,4670233.0,8817.49
2011-07-28,8739.83,8790.68,8702.84,8767.2,4702846.0,8767.2
2011-07-29,8737.72,8771.64,8638.67,8644.18,5242639.0,8644.18
2011-08-01,8629.97,8707.87,8629.97,8701.38,4802873.0,8701.38
2011-08-02,8629.09,8629.09,8557.7,8584.72,4460257.0,8584.72
2011-08-03,8466.35,8472.27,8360.73,8456.86,5242190.0,8456.86
2011-08-04,8472.37,8496.07,8317.27,8317.27,5107533.0,8317.27
2011-08-05,7962.87,7975.82,7844.77,7853.13,5994797.0,7853.13
2011-08-08,7769.6,7799.49,7451.29,7552.8,6146181.0,7552.8
2011-08-09,7261.54,7599.14,7148.76,7493.12,7587824.0,7493.12
2011-08-10,7717.58,7751.59,7632.34,7736.32,6265027.0,7736.32
2011-08-11,7566.39,7761.4,7499.54,7719.09,5424476.0,7719.09
2011-08-12,7825.8,7853.53,7637.02,7637.02,4996015.0,7637.02
2011-08-15,7769.17,7819.39,7748.46,7819.39,3396373.0,7819.39
2011-08-16,7886.93,7896.19,7778.65,7798.59,3654225.0,7798.59
2011-08-17,7807.67,7821.99,7732.32,7741.76,3822854.0,7741.76
2011-08-18,7721.19,7721.19,7561.02,7614.97,4044674.0,7614.97
2011-08-19,7414.36,7429.96,7316.83,7342.96,4256481.0,7342.96
2011-08-22,7348.71,7468.74,7248.69,7312.59,4328132.0,7312.59
2011-08-23,7369.43,7564.64,7349.57,7550.23,4209063.0,7550.23
2011-08-24,7592.51,7594.81,7432.52,7502.93,4278529.0,7502.93
2011-08-25,7559.47,7564.87,7409.02,7410.87,3922692.0,7410.87
2011-08-26,7438.52,7503.38,7389.57,7445.1,3583213.0,7445.1
2011-08-29,7482.92,7608.77,7474.31,7578.01,2964823.0,7578.01
2011-08-30,7654.37,7675.17,7599.27,7646.19,3740625.0,7646.19
2011-08-31,7665.22,7741.36,7602.68,7741.36,3578041.0,7741.36
2011-09-01,7799.18,7886.04,7755.55,7757.76,4844231.0,7757.76
2011-09-02,7801.28,7801.28,7703.1,7757.06,3084683.0,7757.06
2011-09-05,7637.9,7637.9,7538.58,7551.57,3136953.0,7551.57
2011-09-06,7496.24,7522.94,7357.76,7367.19,3878535.0,7367.19
2011-09-07,7468.29,7529.01,7428.7,7529.01,3233105.0,7529.01
2011-09-08,7601.29,7626.78,7520.76,7548.37,3431807.0,7548.37
2011-09-09,7568.22,7651.27,7547.0,7610.57,3107083.0,7610.57
2011-09-13,7530.0,7538.04,7382.0,7391.37,3390242.0,7391.37
2011-09-14,7455.5,7477.86,7186.75,7228.47,4568402.0,7228.47
2011-09-15,7374.58,7430.29,7348.21,7385.68,3528677.0,7385.68
2011-09-16,7494.29,7606.7,7494.29,7577.4,4364990.0,7577.4
2011-09-19,7572.83,7572.94,7468.77,7480.88,2709617.0,7480.88
2011-09-20,7485.6,7544.88,7389.39,7492.85,3398235.0,7492.85
2011-09-21,7515.66,7574.78,7465.98,7535.88,3636053.0,7535.88
2011-09-22,7419.49,7419.49,7287.76,7305.5,3869961.0,7305.5
2011-09-23,7101.34,7126.81,6997.61,7046.22,4613074.0,7046.22
2011-09-26,7026.49,7058.43,6877.12,6877.12,3981504.0,6877.12
2011-09-27,7031.13,7119.14,7027.89,7089.95,3952874.0,7089.95
2011-09-28,7148.38,7154.4,7099.73,7146.98,3407350.0,7146.98
2011-09-29,7090.12,7218.57,7061.01,7182.61,3314894.0,7182.61
2011-09-30,7222.16,7251.87,7163.75,7225.38,3274539.0,7225.38
2011-10-03,7128.66,7128.66,6998.37,7013.97,2982805.0,7013.97
2011-10-04,6937.24,7047.99,6889.99,7047.87,3246890.0,7047.87
2011-10-05,7061.17,7091.01,6989.15,6989.15,2591881.0,6989.15
2011-10-06,7094.61,7170.92,7094.61,7132.0,3158930.0,7132.0
2011-10-07,7210.92,7253.09,7196.22,7211.96,3407322.0,7211.96
2011-10-11,7348.86,7398.71,7348.86,7398.71,3808251.0,7398.71
2011-10-12,7390.06,7407.08,7323.54,7382.35,3217230.0,7382.35
2011-10-13,7423.18,7444.33,7372.41,7428.33,3457923.0,7428.33
2011-10-14,7430.5,7430.5,7353.8,7358.08,2709061.0,7358.08
2011-10-17,7412.88,7475.06,7401.3,7461.12,2805337.0,7461.12
2011-10-18,7352.12,7379.08,7322.01,7359.48,2491086.0,7359.48
2011-10-19,7393.73,7393.73,7316.58,7353.37,2610027.0,7353.37
2011-10-20,7347.93,7361.22,7240.15,7244.32,2506073.0,7244.32
2011-10-21,7272.51,7272.51,7205.21,7254.51,2197935.0,7254.51
2011-10-24,7352.43,7472.5,7352.43,7470.3,3429104.0,7470.3
2011-10-25,7506.08,7506.08,7468.53,7491.21,3185398.0,7491.21
2011-10-26,7437.77,7548.51,7425.99,7535.82,2978505.0,7535.82
2011-10-27,7548.36,7590.88,7504.96,7565.21,4084437.0,7565.21
2011-10-28,7693.24,7743.37,7602.63,7616.06,4904787.0,7616.06
2011-10-31,7637.48,7658.97,7557.05,7587.69,3165953.0,7587.69
2011-11-01,7547.24,7656.26,7505.96,7622.01,3316976.0,7622.01
2011-11-02,7500.54,7599.54,7448.28,7598.45,3603008.0,7598.45
2011-11-03,7603.45,7603.45,7460.31,7460.31,3853482.0,7460.31
2011-11-04,7581.61,7635.75,7578.36,7603.23,3947748.0,7603.23
2011-11-07,7623.16,7638.03,7586.86,7621.72,3010754.0,7621.72
2011-11-08,7652.47,7683.09,7600.79,7600.79,3186057.0,7600.79
2011-11-09,7646.12,7654.15,7561.86,7561.86,3014027.0,7561.86
2011-11-10,7431.26,7434.37,7274.84,7308.68,4340373.0,7308.68
2011-11-11,7369.73,7385.98,7288.49,7367.29,3139547.0,7367.29
2011-11-14,7472.16,7544.23,7472.16,7525.65,2967331.0,7525.65
2011-11-15,7515.5,7528.78,7475.33,7491.06,2454645.0,7491.06
2011-11-16,7520.95,7541.68,7385.13,7387.52,3184718.0,7387.52
2011-11-17,7333.57,7392.82,7284.3,7387.81,2790124.0,7387.81
2011-11-18,7296.09,7327.67,7233.78,7233.78,3142603.0,7233.78
2011-11-21,7166.26,7183.47,7042.64,7042.64,3539144.0,7042.64
2011-11-22,7064.61,7082.4,6970.72,7000.03,3477125.0,7000.03
2011-11-23,6967.66,6981.54,6806.43,6806.43,3716578.0,6806.43
2011-11-24,6748.92,6885.24,6744.26,6864.39,3629500.0,6864.39
2011-11-25,6906.34,6950.5,6751.48,6784.52,3708559.0,6784.52
2011-11-28,6844.3,6920.79,6844.3,6898.78,2702031.0,6898.78
2011-11-29,6966.58,6998.06,6934.87,6988.65,3023450.0,6988.65
2011-11-30,7001.59,7001.59,6860.05,6904.12,4165311.0,6904.12
2011-12-01,7132.41,7199.26,7129.07,7178.69,4566571.0,7178.69
2011-12-02,7164.0,7186.66,7109.71,7140.68,2952696.0,7140.68
2011-12-05,7149.58,7149.59,7057.33,7098.08,2518685.0,7098.08
2011-12-06,7075.84,7075.84,6956.28,6956.28,2724825.0,6956.28
2011-12-07,7004.18,7046.39,6992.27,7033.0,2745199.0,7033.0
2011-12-08,7018.64,7018.64,6907.95,6982.9,2728834.0,6982.9
2011-12-09,6891.47,6927.99,6831.39,6893.3,2884254.0,6893.3
2011-12-12,6975.62,7002.09,6923.88,6949.04,2236350.0,6949.04
2011-12-13,6883.08,6919.68,6850.88,6896.31,2451658.0,6896.31
2011-12-14,6912.54,6926.09,6860.39,6922.57,2433544.0,6922.57
2011-12-15,6874.18,6874.18,6764.59,6764.59,2778077.0,6764.59
2011-12-16,6783.02,6810.08,6757.33,6785.09,2238029.0,6785.09
2011-12-19,6780.64,6780.64,6609.11,6633.33,2980963.0,6633.33
2011-12-20,6654.67,6696.93,6646.3,6662.64,2592469.0,6662.64
2011-12-21,6878.63,6966.48,6878.63,6966.48,3077681.0,6966.48
2011-12-22,6968.22,6989.59,6940.85,6966.35,2895632.0,6966.35
2011-12-23,7035.1,7122.28,7035.1,7110.73,3900298.0,7110.73
2011-12-26,7125.04,7125.67,7078.06,7092.58,2535001.0,7092.58
2011-12-27,7085.5,7107.67,7043.64,7085.03,2489290.0,7085.03
2011-12-28,7086.1,7093.47,7036.92,7056.67,2535123.0,7056.67
2011-12-29,7026.86,7074.82,6998.97,7074.82,2222251.0,7074.82
2011-12-30,7109.85,7139.03,7054.79,7072.08,2529183.0,7072.08
2012-01-02,7071.35,7073.48,6948.67,6952.21,2104640.0,6952.21
2012-01-03,7005.39,7073.79,7005.39,7053.38,2640781.0,7053.38
2012-01-04,7093.07,7116.22,7064.58,7082.97,2983756.0,7082.97
2012-01-05,7099.35,7130.86,7073.32,7130.86,3062757.0,7130.86
2012-01-06,7129.53,7139.04,7090.47,7120.51,3314147.0,7120.51
2012-01-09,7103.09,7103.09,7050.25,7093.04,2610433.0,7093.04
2012-01-10,7128.86,7181.74,7128.86,7178.87,3595611.0,7178.87
2012-01-11,7203.1,7212.36,7184.38,7188.21,3322390.0,7188.21
2012-01-12,7202.38,7209.74,7173.87,7186.58,2969248.0,7186.58
2012-01-13,7226.24,7249.94,7169.92,7181.54,3497838.0,7181.54
2012-01-16,7241.92,7258.84,7091.35,7103.62,3184795.0,7103.62
2012-01-17,7144.2,7221.08,7118.36,7221.08,3720277.0,7221.08
2012-01-18,7235.54,7245.13,7194.55,7233.69,4088756.0,7233.69
2012-01-30,7382.72,7443.03,7382.72,7407.41,4540373.0,7407.41
2012-01-31,7436.52,7517.08,7421.01,7517.08,5486734.0,7517.08
2012-02-01,7520.36,7566.08,7488.97,7549.21,5240029.0,7549.21
2012-02-02,7613.79,7652.46,7578.76,7652.46,5838832.0,7652.46
2012-02-03,7658.68,7674.99,7608.41,7674.99,5566192.0,7674.99
2012-02-04,7731.55,7787.89,7727.29,7741.24,6033706.0,7741.24
2012-02-06,7752.28,7752.28,7677.56,7687.98,4894592.0,7687.98
2012-02-07,7680.36,7751.76,7673.91,7707.44,4129624.0,7707.44
2012-02-08,7766.38,7869.91,7766.38,7869.91,5414117.0,7869.91
2012-02-09,7863.36,7910.78,7840.38,7910.78,5684162.0,7910.78
2012-02-10,7922.61,7941.63,7848.78,7862.27,5284009.0,7862.27
2012-02-13,7849.21,7917.96,7837.58,7912.91,4793564.0,7912.91
2012-02-14,7937.28,7937.28,7829.76,7884.08,4798956.0,7884.08
2012-02-15,7919.41,8011.87,7902.08,8005.24,5435734.0,8005.24
2012-02-16,7983.75,8010.5,7851.62,7869.7,6006254.0,7869.7
2012-02-17,7956.91,8013.46,7862.11,7894.36,5214276.0,7894.36
2012-02-20,7959.99,7985.5,7913.65,7954.82,3932197.0,7954.82
2012-02-21,7953.06,7973.47,7870.26,7921.5,4196049.0,7921.5
2012-02-22,7908.38,8018.54,7897.65,8001.68,4906340.0,8001.68
2012-02-23,7981.92,7991.92,7935.42,7937.3,4106230.0,7937.3
2012-02-24,7971.62,7974.58,7899.62,7959.34,3910061.0,7959.34
2012-02-29,8046.14,8121.44,8046.14,8121.44,4649991.0,8121.44
2012-03-01,8127.57,8151.7,8103.75,8118.34,4032373.0,8118.34
2012-03-02,8161.87,8170.72,8114.14,8144.04,4429674.0,8144.04
2012-03-03,8119.94,8134.94,8087.2,8114.44,3437220.0,8114.44
2012-03-05,8105.27,8115.49,7998.96,8004.74,4009491.0,8004.74
2012-03-06,8006.85,8028.02,7860.87,7937.97,4369742.0,7937.97
2012-03-07,7846.49,7937.11,7824.45,7903.08,3662536.0,7903.08
2012-03-08,7952.94,8000.93,7905.5,7984.56,3785528.0,7984.56
2012-03-09,8012.59,8027.08,7965.68,8016.01,3722467.0,8016.01
2012-03-12,8028.87,8028.87,7927.55,7927.55,3176525.0,7927.55
2012-03-13,7990.6,8045.61,7974.38,8031.51,3617552.0,8031.51
2012-03-14,8132.96,8170.31,8113.76,8125.26,4303980.0,8125.26
2012-03-15,8141.93,8142.98,8088.1,8121.62,3450339.0,8121.62
2012-03-16,8130.28,8130.52,8054.94,8054.94,3666705.0,8054.94
2012-03-19,8113.46,8123.15,7997.05,8043.92,2961464.0,8043.92
2012-03-20,8062.91,8062.91,7965.96,7972.7,2846949.0,7972.7
2012-03-21,7993.46,8013.67,7940.19,7981.94,3202170.0,7981.94
2012-03-22,7997.66,8075.97,7995.57,8059.94,3174305.0,8059.94
2012-03-23,8067.93,8076.61,8030.88,8076.61,2833264.0,8076.61
2012-03-26,8073.93,8073.93,7958.72,7967.62,3043554.0,7967.62
2012-03-27,8033.22,8033.22,7978.74,8029.46,2850161.0,8029.46
2012-03-28,8074.64,8085.43,8013.8,8038.07,2893376.0,8038.07
2012-03-29,7997.87,7997.87,7808.55,7872.66,4472745.0,7872.66
2012-03-30,7832.22,7933.0,7775.75,7933.0,3423989.0,7933.0
2012-04-02,7905.88,7928.43,7859.56,7862.9,2508765.0,7862.9
2012-04-03,7896.72,7907.62,7723.39,7760.85,3766300.0,7760.85
2012-04-05,7603.31,7667.04,7528.03,7639.82,3640534.0,7639.82
2012-04-06,7667.9,7713.24,7638.05,7706.26,2882430.0,7706.26
